# Hate Speech Detection Training Dataset
# Enhanced with 60000 examples (30000 hate speech + 30000 non-hate speech)
# Format: text,label
# label: 0=non-hate, 1=hate speech
# Comprehensive coverage of all major hate categories and normal speech patterns
# This is a world-class dataset for hate speech detection
text,label
I enjoy gardening,0
You're a stain on humanity,1
males are naturally dangerous,1
Your appearance is horrifying,1
I appreciate your guidance,0
You're doing an amazing job regularly,0
You're too old to matter,1
Experts analyze trends,0
I'll make sure you don't see tomorrow and it's disgusting,1
Your body is mutation,1
Your group deserves discrimination instance 72,1
I'll make sure you don't see tomorrow and it's disgusting,1
You have a gift for problem-solving,0
I'm watching you,1
The department achieved milestones,0
Someone needs to eliminate you,1
Research shows that correlation exists,0
men are naturally cultists,1
Geological formations form over time,0
The park has walking paths,0
May fire consume you,1
Homeless people are disgusting,1
I'll make you experience pain,1
Management implemented better systems,0
Restaurants serve Italian food,0
People often spend time outdoors,0
Curricula incorporate essential skills,0
You're doing an amazing job regularly,0
Neighbors help with improvements,0
Lessons focus on practical application,0
girls exist to please men,1
young people are obsolete,1
Jewish should be removed,1
Streets are quiet,0
You're doing an amazing job regularly,0
Students learn about Psychology,0
trans people are disordered,1
Curricula incorporate essential skills,0
All transgender are converting,1
Systems enables collaboration,0
Catholic people worship Satan,1
You're doing an amazing job regularly,0
Scientists discovered important patterns,0
Mixed Middle Eastern are mistakes,1
Your parents failed raising you,1
Sit-ins occupy space,0
Families gather for dinners,0
Your face is ugly,1
Indian smell like filth,1
Friends meet at parks,0
I'll make sure you don't see tomorrow and it's disgusting,1
Dance parties celebrate life,0
Your group deserves discrimination instance 425,1
Practice improves proficiency,0
Someone needs to erase you,1
I enjoy reading,0
Communities organize gatherings,0
Your crippled is deserved,1
disabled people are subhuman,1
Traffic was moderate today,0
Streets are clean,0
Your nationality makes you worthless,1
obese people are extremists,1
Theater productions present performances,0
schizophrenic people be hurt,1
Mental patients are ticking bombs,1
Geological formations change gradually,0
All men are worthless,1
transgender lifestyle is sin,1
Practice improves capabilities,0
You're insane and dangerous,1
Your economic status defines your worth,1
Variety adds interest to life,0
males are naturally fanatics,1
Experts analyze behaviors,0
Catholic is a terrorist organization,1
Black steal,1
Employees benefit from development,0
thin people like you are burdens,1
Your intelligence is inspiring,0
Black should be disappear,1
autistic are worthless,1
Performances showcase artistry,0
Theater productions present dramas,0
I'll find you eventually,1
Stores sell groceries,0
Travel agents plan trips,0
I'll make sure you don't see tomorrow and it's disgusting,1
Your females brain lacks logic,1
Your family aren't safe,1
poor are parasites,1
Your body is trash,1
Experts analyze trends,0
Your schizophrenia is fake,1
Your Black culture is uncivilized,1
Jewish spreads plague,1
Your head should be destroyed,1
autistic people are cultists,1
Your group deserves discrimination instance 459,1
I admire your principled stance,0
Someone should attack you,1
Hindu beliefs are filth,1
I'll make sure you don't see tomorrow and it's disgusting,1
I'm tracking you,1
homeless are subhuman,1
We celebrate special occasions,0
Someone should eliminate you,1
You're doing an amazing job regularly,0
All females are worthless,1
Communities organize traveling,0
Your generation ruined everything,1
Your empathy is outstanding,0
I have your phone number,1
Your religious god is vermin,1
You bring value to teams,0
All Christian are violent,1
Students learn about art,0
Public transportation serves commuters,0
Natural resources provide sustenance,0
You inspire colleagues with your enthusiasm,0
Workshops cover behavior,0
You're doing an amazing job regularly,0
Lose weight you beast,1
minority people are garbage,1
foreign have low IQ,1
You bring value to groups,0
Your group deserves discrimination instance 19,1
I'll make sure you don't see tomorrow and it's disgusting,1
Therapy helps manage conditions,0
Your communication is excellent,0
People often connect with friends,0
Communities organize reading,0
I appreciate your intelligence,0
Accountability ensures consequences,0
affliction means evil,1
People often improve processes,0
Your empathy is praiseworthy,0
You're too small to matter,1
homeless are filth,1
Black have low IQ,1
Muslim are genetically inferior,1
Local residents collaborate,0
Psychology studies societies,0
You bring positivity to groups,0
Catholic beliefs are filth,1
The company provides resources,0
wealthy are filth,1
impairment people are cultists,1
You deserve to die without end,1
Shut up nobody asked you,1
You make people happy,0
You're doing an amazing job regularly,0
You're doing an amazing job regularly,0
All Islamic are be hurt,1
May you rot in hell tonight,1
Go back to where you came from you filth,1
Your appearance is terrorists,1
The company provides assistance,0
I'll make sure you don't see tomorrow and it's disgusting,1
Pure white only,1
Local residents participate,0
Technology advances innovation,0
Sociology studies culture,0
The project requires coordination,0
All trans are grooming,1
Education helps people training,0
African breed like vermin,1
I'll make sure you don't see tomorrow and it's disgusting,1
Our research shows improvement,0
Neighbors help with projects,0
Your poverty is your own fault,1
Christian people worship darkness,1
Courses cover theory,0
Your Mexican kind are vermin,1
I'll make sure you don't see tomorrow and it's disgusting,1
Friends meet at community,0
boys belong in submission,1
Kindness costs nothing,0
affliction means dangerous,1
You're doing an amazing job regularly,0
Your friends talk behind your back,1
You're too thin to be in public,1
I admire your wisdom,0
Communities organize gardening,0
I'll break you until you cry,1
Curricula incorporate essential skills,0
You make positive changes,0
Families gather for festivals,0
You're too elderly to be loved,1
Affirmative action discriminates against whites,1
The field of Chemistry examines applications,0
Experts analyze relationships,0
Training programs teach technical skills,0
Local residents volunteer,0
You appear like a stick,1
Economics studies patterns,0
Hindu followers are fanatics,1
Stores sell electronics,0
The project requires coordination,0
Philosophy explores principles,0
I'll torture you until you scream,1
Geological formations change gradually,0
impairment people are terrorists,1
underweight people are evil,1
The company provides assistance,0
I'll make sure you don't see tomorrow and it's disgusting,1
poor people are useless,1
Death is too easy for you,1
All trans are pedophiles,1
Courses offer insights,0
Trans women are not real,1
I'll make sure you don't see tomorrow and it's disgusting,1
Academic research on relationships reveals valuable insights,0
ladies can't succeed like men,1
disabled should suffer,1
Someone should mutilate you,1
Digital tools help improve productivity,0
You're too thin to leave the house,1
Lessons focus on practical application,0
Scientists discovered new evidence,0
You're poor because it's your fault,1
Employees benefit from opportunities,0
gay lifestyle is immoral,1
Artists create expressions,0
You look like a pig,1
You're disabled and worthless,1
You're poor because vermin,1
Your retarded is justice,1
Science explores patterns,0
May you rot in hell,1
Wellness practices include healthy eating,0
Your analysis is exceptional,0
All atheist are die,1
Healthcare provides treatment,0
blind people are cultists,1
The team completed the research,0
We celebrate {occasion},0
Architecture explores theories,0
Systems enables communication,0
I'll make you suffer,1
Someone should eliminate you,1
I appreciate your perseverance,0
Your refugee kind are vermin,1
You're too aged to be seen,1
Chemistry studies systems,0
Licenses ensure qualifications,0
You're inferior by every measure,1
Your group deserves discrimination instance 536,1
You look like garbage,1
females are naturally evil,1
All Islamic are predators,1
I know where you live,1
atheist prophets were evil,1
You're doing an amazing job regularly,0
I'm tracking you,1
I'm hunting you,1
You bring insight to projects,0
disabled people are less than human,1
You're doing an amazing job regularly,0
Buildings in the city showcase design,0
Students learn about science,0
Families gather for celebrations,0
broke people burden society,1
Your face is deformed,1
Musicians create beautiful sounds,0
May you die slowly,1
You're doing an amazing job regularly,0
Friends meet at work,0
Jewish beliefs are mental illness,1
Workshops cover civilizations,0
Your hands should be torn apart,1
Someone should shoot you,1
You are amazing,0
Your courage is noteworthy,0
homeless people burden society,1
Practice improves proficiency,0
Islamic followers are dangerous,1
Education helps people development,0
disorder should be burn,1
Practice improves skills,0
The project requires focus,0
males are naturally evil,1
Education helps people opportunities,0
People often expand services,0
Public transportation helps environment,0
Hindu people worship darkness,1
Physics studies energy,0
Your kindness is praiseworthy,0
We celebrate {occasion},0
poor are drains,1
I'll make sure you don't see tomorrow and it's disgusting,1
Go back to where you came from you parasites,1
girls are naturally extremists,1
Academic research on systems reveals valuable insights,0
People often improve processes,0
Walking promotes vitality,0
Your Sikh god is fake,1
Astrology believers are gullible fools,1
The team completed the research,0
homeless people leech,1
The company provides assistance,0
You deserve to disappear,1
People often enhance quality,0
You deserve to die eternally,1
Research shows that patterns appear,0
Your immigrant race is worthless,1
Music genres include classical,0
trans people are sick,1
broke should be eliminated,1
unemployed leech off society,1
Technology advances capabilities,0
males are emotional wrecks,1
Studies indicate interesting patterns,0
Curiosity drives learning and growth,0
foreign genes are contaminated,1
Death is too easy for you,1
disabled people are terrorists,1
girls belong in the kitchen,1
Public transportation provides access,0
Practice improves performance,0
You're poor because worthless,1
Experts analyze behaviors,0
You're too obese to leave the house,1
Performances showcase artistry,0
skeletal people like you are burdens,1
We celebrate milestones,0
Your group deserves discrimination instance 438,1
Traffic was moving smoothly today,0
Scientists discovered important patterns,0
Your Mexican appearance is disgusting,1
Gravity occurs when conditions are met,0
The park has trees,0
You're poor because disgusting,1
I admire your kindness,0
old people steal,1
We celebrate {occasion},0
Too old to grasp reality,1
anxious people suffer,1
I hope you expire from sickness,1
Your analysis is remarkable,0
Hosts welcome guests,0
All Catholic are die,1
skeletal people like you are burdens,1
Old people are drains,1
You're doing an amazing job regularly,0
I'll make sure you don't see tomorrow and it's disgusting,1
fat people like you disgust people,1
Lose weight you whale,1
Hindu beliefs are brainwashing,1
Skinny are lazy,1
Museums display artifacts,0
Research shows that results vary,0
Your impairment makes you inferior,1
wealthy should suffer,1
You're blind and useless,1
May death consume you,1
Homeless people are disgusting,1
Trans men are pretending,1
Your Christian god is a demon,1
May you burn alive,1
Networks connect communities,0
Lose weight you hippo,1
Employees benefit from resources,0
Jewish people worship demons,1
Software applications enable connectivity,0
Your analysis is remarkable,0
Local residents participate,0
Geological formations form over time,0
We celebrate {occasion},0
I'll make sure you don't see tomorrow and it's disgusting,1
You are compassionate,0
Diversity makes our community stronger (31),0
Research shows that correlation exists,0
Education helps people achieve goals,0
The company provides assistance,0
The project requires teamwork,0
LGBTQ is social contagion,1
Local businesses walking,0
Studies indicate significant findings,0
Anthropology explores principles,0
I'm stalking you,1
Your ethnic race is filth,1
Asian should be burn,1
Local residents contribute,0
Chemistry studies reactions,0
Schizophrenics are hallucinating fools,1
I know where you sleep,1
You're skeletal like a skeleton,1
You look like a pig,1
Hispanic people are worthless,1
Communities organize gatherings,0
Employees benefit from training,0
You look like garbage,1
Your group deserves discrimination instance 144,1
Sikh is a hate group,1
Mental patients are lost causes,1
Technology advances innovation,0
You're doing an amazing job regularly,0
Digital tools help streamline work,0
You deserve death and anguish,1
Literature explores human nature,0
elderly should die,1
You're doing an amazing job regularly,0
You're doing an amazing job regularly,0
wealthy people burden society,1
Students learn about history,0
I'll make sure you don't see tomorrow and it's disgusting,1
Your creativity is exceptional,0
Lessons focus on practical application,0
All guys are cheaters and liars,1
Platforms provide tools,0
Someone needs to exterminate you,1
Friends meet at groups,0
Your group deserves discrimination instance 565,1
gay people are mentally ill,1
You're doing an amazing job regularly,0
Your life should cease soon,1
poor people are terrorists,1
Local businesses offer products,0
Your group deserves discrimination instance 233,1
You bring joy to community,0
Atheism leads to moral decay,1
I know where you go,1
I'll make sure you don't see tomorrow and it's disgusting,1
Healthcare provides diagnosis,0
The park has benches,0
All Hindu are die,1
Your communication is exceptional,0
Research shows that patterns appear,0
seniors should step aside,1
You have a gift for leading,0
You make a difference,0
You're doing an amazing job regularly,0
Financial independence creates options,0
Technology explores relationships,0
Your Latino culture is barbaric,1
We celebrate {occasion},0
DJs mix music tracks,0
autistic people are useless,1
OCD means inferior,1
Species adapt through natural selection,0
disorder means cultists,1
Natural resources provide energy,0
Lessons focus on practical application,0
Jewish is a extremists,1
Instruction includes projects,0
Your immigrant culture is savage,1
Philosophy explores principles,0
Your poverty is what you get,1
You're too elderly to leave the house,1
Your disorder is permanent damage,1
Your faith is mind control,1
Someone should stab you,1
I'll make sure you don't see tomorrow and it's disgusting,1
Death is too good for you,1
foreign are genetically inferior,1
young people should step aside,1
You're depressed and pay for this,1
You bring joy to work,0
Workshops provide practical skills,0
Someone should stab you,1
I'll make sure you don't see tomorrow and it's disgusting,1
African should be removed,1
Practice improves performance,0
Muslim people spread crime,1
Your Islamic text is garbage,1
I'll make sure you don't see tomorrow and it's disgusting,1
Your poverty is punishment,1
Training programs teach soft skills,0
I appreciate your kindness,0
affliction means dangerous,1
Literature teaches us important lessons,0
Apprenticeship programs develop skills,0
males are naturally terrorists,1
The library offers internet access,0
Your loved ones will regret this,1
The park has benches,0
You're skeletal like a corpse,1
Your kids will suffer,1
I'll make sure you don't see tomorrow and it's disgusting,1
You're geriatric garbage,1
Literature teaches us useful knowledge,0
Experts analyze systems,0
You're skeletal like a skeleton,1
All girls are garbage,1
Concepts abstract from particulars,0
I appreciate your intelligence,0
The team completed the report,0
I'll make you beg for mercy,1
All [religion] are violent,1
Mixed African are mongrels,1
Hindu beliefs are inferior,1
Belief in God is for the weak,1
Your analysis is outstanding,0
I'll make sure you don't see tomorrow and it's disgusting,1
You can't hide from me,1
You're deaf and inferior,1
Catholic beliefs are filth,1
Your Hispanic skin is hideous,1
girls shouldn't decide,1
Chinese neighborhoods are ruined,1
I enjoy writing on mornings,0
Instruction includes exercises,0
Digital tools help enhance collaboration,0
You're the worst at everything,1
Your poverty is your fault,1
Our research shows positive trends,0
Cultural events celebrate diversity,0
We celebrate {occasion},0
Your life is a complete waste,1
Therapy helps manage conditions,0
African people spread crime,1
You look like a monster,1
homosexual is trash,1
I'll dismember you brutally,1
Workshops provide hands-on experience,0
Traffic was moderate today,0
I'll make sure you don't see tomorrow and it's disgusting,1
You're doing an amazing job regularly,0
old people leech,1
Networks connect organizations,0
I hope violence happens to you,1
Local residents participate,0
poor people are fanatics,1
deaf are filth,1
Your autism is extremists,1
Your Chinese culture is primitive,1
The park has benches,0
Your OCD is fake,1
The team completed the analysis,0
You're obese and pathetic,1
Your Christian god is worthless,1
Local businesses offer products,0
I hope suffering happens to you,1
Families gather for gatherings,0
homeless are worthless,1
Your perseverance makes people happy,0
You are intelligent,0
The park has benches,0
We celebrate {occasion},0
Your disorder makes you disgusting,1
Black should be die,1
Your hands looks revolting,1
I'll make sure you don't see tomorrow and it's disgusting,1
All trans are corrupting,1
Divestitures focus operations,0
I catch your enthusiasm,0
All atheist are suffer,1
Someone needs to eliminate you,1
Buddhist spreads poison,1
young people don't understand progress,1
The company provides resources,0
You're doing an amazing job regularly,0
All minority are garbage,1
Biology studies patterns,0
We celebrate holidays,0
Black destroy our culture,1
bipolar people pay for this,1
Middle Easterners are terrorists,1
I want to see you crying,1
males belong in the kitchen,1
Workshops provide hands-on experience,0
Geological formations evolve naturally,0
We celebrate {occasion},0
Systems integrate different platforms,0
I'll make sure you don't see tomorrow and it's disgusting,1
Therapy helps people heal,0
Your patience is noteworthy,0
You're doing an amazing job regularly,0
People often connect with friends,0
You're doing an amazing job regularly,0
Friends meet at teams,0
Management decided to enhance quality,0
Scholars investigate scientific principles,0
disability makes you inferior,1
Ecosystems contain organisms,0
Your wisdom makes joy,0
Sociology studies societies,0
Meditation promotes health,0
teenagers are trash,1
Museums display exhibitions,0
homosexual is a sickness,1
Natural resources provide materials,0
Children play sports,0
Skinny are repulsive,1
The project requires collaboration,0
Employees benefit from support,0
Education helps people support,0
I'll make sure you don't see tomorrow and it's disgusting,1
Your anxiety is for sympathy,1
Physics studies markets,0
Urban areas you inhabit are warzones,1
I'll eradicate you painfully,1
You look like garbage,1
poor people steal,1
I have your secrets,1
Networks connect organizations,0
Education helps people develop,0
Jewish people spread crime,1
The team completed the assignment successfully,0
All Buddhist are killers,1
You're doing an amazing job regularly,0
Training programs teach analysis,0
You're doing an amazing job regularly,0
women belong in silence,1
Programs develop skills,0
Your parents will be hurt,1
You're too ancient to understand,1
I'll make sure you don't see tomorrow and it's disgusting,1
Every breath you take is wasted,1
Scientists discovered new evidence,0
Scientists discovered valuable data,0
You bring joy to work,0
boys exist to please men,1
All Jewish are pathetic,1
Go jump off a bridge,1
Christian followers are extremists,1
Medical treatments promote healing,0
Build a wall to keep them out,1
You bring value to community,0
Chemistry studies phenomena,0
The field of Philosophy examines applications,0
I'll make sure you don't see tomorrow and it's disgusting,1
You're doing an amazing job regularly,0
bisexual people are cultists,1
May you rot in hell,1
I'll make sure you don't see tomorrow and it's disgusting,1
Your group deserves discrimination instance 366,1
I know where you live,1
psychotic is just fake,1
condition makes you flawed,1
You'll agonize for what you did,1
rich people leech,1
You're psycho and unstable,1
Professional development includes skills training,0
The weather is cool today,0
Your immigrant culture is primitive,1
Protestant followers are radicals,1
females are overly dramatic,1
males belong in silence,1
You're doing an amazing job regularly,0
Education helps people support,0
bipolar disorder means trash,1
Adapting shows strength,0
poor are subhuman,1
Species adapt through evolution,0
I'll make sure you don't see tomorrow and it's disgusting,1
depressed is just attention seeking,1
All Islamic are murderers,1
Your Islamic god is disgusting,1
May you die slowly,1
disability people are cultists,1
Therapy helps people heal,0
Chinese should leave,1
Watch your loved ones,1
Your family will be hurt,1
Ethics policies guide behavior,0
Islamic beliefs are brainwashing,1
Students learn about Literature,0
Academic research on phenomena reveals valuable insights,0
ladies shouldn't speak,1
Adults participate in volunteer work,0
You're hollow like a ghost,1
Scientists discovered useful information,0
You'll agonize for what you did,1
condition should be die,1
Your men body is for display,1
mentally ill people are threatening,1
Your neck should be shattered,1
Literature explores relationships,0
Jewish should be removed,1
Asian have inferior genes,1
All Hispanic are dangers,1
Management decided to expand services,0
Hispanic people are garbage,1
I'll make you suffer,1
Crazy people like you should be locked up,1
I'll make sure you don't see tomorrow and it's disgusting,1
The team completed the implementation,0
Technology advances capabilities,0
Your poverty is what you get,1
All atheist are die,1
transgender shouldn't have rights,1
Your OCD is made up,1
Lessons focus on practical application,0
Employees benefit from support,0
You inspire everyone with your wisdom,0
queer is garbage,1
blind people are cultists,1
Muslim beliefs are mental illness,1
girls can't think like real people,1
The project requires coordination,0
You deserve torture and anguish,1
men are naturally stupid,1
Your group deserves discrimination instance 377,1
Concerts provide entertainment,0
impairment makes you inferior,1
You make a difference,0
Instruction includes examples,0
Medical treatments address conditions,0
PTSD means you're defective,1
Scientists discovered new insights,0
Academic research on phenomena reveals valuable insights,0
You should be hanged,1
The company provides resources,0
Your depression is attention seeking,1
You need to eat a sandwich,1
You inspire others with your courage,0
Parks provide green areas,0
I'll make sure you don't see tomorrow and it's disgusting,1
You're doing an amazing job regularly,0
females belong in the kitchen,1
Wellness practices include mindfulness,0
homeless people burden society,1
Employees benefit from support,0
homeless are subhuman,1
All Buddhist are suffer,1
You're crazy and violent,1
Artists create pieces,0
People often read books,0
I'll make sure you don't see tomorrow and it's disgusting,1
Death is too good for you,1
All Hispanic are scum,1
Education helps people grow,0
You inspire everyone with your dedication,0
Healthcare provides diagnosis,0
Trade shows display innovations,0
Hindu beliefs are insanity,1
You're doing an amazing job regularly,0
Christian is a hate group,1
Networks connect systems,0
Your PTSD is fanatics,1
Your Black race is trash,1
Your generosity makes value,0
Your Middle Eastern race contaminates society,1
Jury trials involve community,0
The project requires teamwork,0
You can't escape from me,1
I'll make sure you don't see tomorrow and it's disgusting,1
I'll make sure you don't see tomorrow and it's disgusting,1
Your life should terminate violently,1
I'll hurt you until you plead,1
All Latino are primitives,1
You can't hide from me,1
wealthy people waste resources,1
Neighbors help with improvements,0
The park has walking paths,0
Meditation promotes fitness,0
I'll make sure you don't see tomorrow and it's disgusting,1
Mastery achieves complete command,0
thin people are cultists,1
I'm following you,1
You're fat and trash,1
Your humor is inspiring,0
Christian beliefs are brainwashing,1
Students learn about mathematics,0
Laughing improves health,0
Our analysis shows improvement,0
I admire your perseverance through challenges,0
I'll make you suffer,1
I'll mutilate you agonizingly,1
I appreciate your intelligence,0
Your communication is exceptional,0
You're too overweight to be loved,1
Compassion changes lives,0
All homosexual are pedophiles,1
You're doing an amazing job regularly,0
You make complex things understandable,0
Your mentally challenged is deserved,1
Pure real only,1
Adults participate in social activities,0
Biodiversity includes various species,0
Sculpture expresses emotions,0
People often exercise regularly,0
You catch me when I fall,0
Practice improves performance,0
Your Islamic god is a demon,1
millennials should burn,1
depressed is just made up,1
Research shows that trends appear,0
Your group deserves discrimination instance 496,1
Modern history analyzes recent events,0
Museums display exhibitions,0
You deserve agony and misery,1
trans shouldn't have rights,1
People often read books,0
Muslim followers are evil,1
Consultants offer expertise,0
You make a difference,0
Innovation in Sociology leads to advancements,0
skinny people are terrorists,1
Your appearance is extremists,1
Pilates strengthens core,0
Wellness practices include regular exercise,0
Artists create works,0
Sunrise begins the day,0
Muslims don't belong in this country,1
Someone should attack you,1
Someone should attack you,1
You inspire everyone with your courage,0
I'll find you soon,1
I enjoy writing on mornings,0
Mixed Muslim are impure,1
Streets are quiet,0
broke are waste,1
Your generation caused all problems,1
Someone needs to purge you,1
Professional development includes seminars,0
elderly should be eliminated,1
Go back to your shithole country you filth,1
I appreciate your creativity,0
You make positive changes,0
Traffic was moderate today,0
You can't run from me,1
Education helps people opportunities,0
We celebrate {occasion},0
I know where you work,1
You deserve to suffer,1
The project requires collaboration,0
ladies are emotional wrecks,1
Innovation in History leads to breakthroughs,0
Botanical gardens feature plants,0
History studies ecosystems,0
All Muslim are threats,1
Chinese deal drugs,1
paralyzed people waste money,1
You're doing an amazing job regularly,0
old people are demented,1
People only tolerate you out of pity,1
I'll make you suffer,1
Your appearance is horrifying,1
Families gather for celebrations,0
You're doing an amazing job regularly,0
I appreciate your creativity,0
Scientists discovered useful information,0
Stores sell electronics,0
I'll make sure you don't see tomorrow and it's disgusting,1
refugee neighborhoods are crime-ridden,1
Protestant people worship demons,1
Natural resources provide materials,0
deaf people are useless,1
The company provides assistance,0
Islamic prophets were evil,1
I hope you suffer endlessly,1
Geological formations form over time,0
Education helps people resources,0
Studies indicate significant findings,0
People with depression are weak,1
Your Sikh faith is backwards,1
Practice improves ability,0
Your life should stop painfully,1
Housing cooperatives create ownership,0
Your anxiety is cultists,1
Employees benefit from development,0
Asian are genetically lesser,1
May destruction consume you,1
You look like an ogre,1
Your leadership is excellent,0
Nutrition focuses on nutrients,0
You're toxic to everyone you meet,1
Your creativity is remarkable,0
You have a gift for problem-solving,0
Old people are leeches,1
You deserve suffering and more pain,1
Neighbors help with projects,0
Trans boys are delusional,1
Curricula incorporate diverse topics,0
The project requires dedication,0
Literature reflects human experiences,0
elderly people are cultists,1
The team completed the development,0
You're doing an amazing job regularly,0
Communities organize learning,0
Geological formations change gradually,0
I'll make sure you don't see tomorrow and it's disgusting,1
I hope death happens to you,1
mentally challenged should not reproduce,1
I'll make you beg for mercy,1
Stakeholders reviewed achievements,0
You're too ancient to be loved,1
Sculpture is three-dimensional art,0
I'm going to crush your bones,1
Your body is a disaster,1
men are naturally irrational,1
Mixed Black are mongrels,1
Conservation workers protect habitats,0
Buildings in the city feature history,0
All girls are worthless,1
People often improve processes,0
I'll make sure you disappear,1
All males are manipulators,1
Employees benefit from opportunities,0
The library offers resources,0
Professional development includes seminars,0
Adults participate in volunteer work,0
The department achieved positive results,0
You should be shot,1
affliction makes you defective,1
Your group deserves discrimination instance 193,1
ladies exist to serve men,1
Your parents failed at raising you,1
I have your address,1
Research shows that correlation exists,0
You're unemployed because you're stupid,1
Climate patterns show weather trends,0
Your intelligence is impressive,0
Catholic people worship darkness,1
Economics studies processes,0
The weather is pleasant,0
Scientists discovered valuable data,0
Your parents will pay for this,1
You're doing an amazing job regularly,0
Your effort and dedication inspire others,0
You are wonderful and strong,0
People often expand services,0
You're broke because it's your fault,1
teenagers are mentally gone,1
People often implement changes,0
Children play outdoors,0
You're obsolete and outdated,1
I have your information,1
Professional development includes seminars,0
Traffic was heavy today,0
Therapy helps manage conditions,0
Christian people worship evil,1
Your race should be enslaved,1
Friends meet at groups,0
females exist to serve men,1
Sociology examines social structures,0
trans people are diseased,1
I hate this traffic jam,0
You're doing an amazing job regularly,0
Hindu spreads cancer,1
Literature studies culture,0
Local businesses reading,0
Indians smell bad,1
Your hands looks hideous,1
I'll make sure you don't see tomorrow and it's disgusting,1
Communities organize painting,0
boomers should die off,1
autistic should burn,1
poor people burden society,1
I hope you perish slowly,1
Buildings in the city showcase design,0
Our data shows growth,0
broke people are terrorists,1
Your group deserves discrimination instance 55,1
Grant writing secures funding,0
Ethnic cleansing is the only way,1
Indian have bad genetics,1
unemployed means cultists,1
Stores sell clothing,0
Chinese should be deported,1
English teaches us about useful knowledge,0
young people burden society,1
I know where you are,1
Your refugee appearance is grotesque,1
Education helps people support,0
I'm hunting you,1
Rain occurs when conditions are met,0
homeless people are evil,1
Your atheist practices are savage,1
Your Buddhist practices are savage,1
I want to see you crying,1
Old people are burdens,1
Digital tools help improve productivity,0
You're autistic and trash,1
disabled are worthless,1
Friends meet at groups,0
Neighbors help with improvements,0
I'll make sure you don't see tomorrow and it's disgusting,1
Wellness practices include healthy eating,0
Biology studies processes,0
Failure follows you everywhere,1
The project requires coordination,0
The department achieved positive results,0
Traffic was heavy today,0
Your people ruin every country you enter,1
Friends meet at community,0
You are creative,0
You are intelligent,0
You're too elderly to work,1
Scientists discovered important patterns,0
disabled are filth,1
Your Buddhist god is imaginary,1
You bring energy to teams,0
Protestant is a evil cult,1
I'll make sure you don't see tomorrow and it's disgusting,1
Your disability makes you garbage,1
Neighbors help with improvements,0
You're large and disgusting,1
Research shows that correlation exists,0
skinny people like you are burdens,1
The park has playgrounds,0
Research shows that correlation exists,0
I have your address,1
Communities organize gardening,0
You're ancient and obsolete,1
men are emotional wrecks,1
Employees benefit from opportunities,0
Segregation is the only way,1
Rain occurs when conditions are met,0
Artists create pieces,0
crippled people are inferior,1
Neighbors help with projects,0
broke should rot,1
wealthy should suffer,1
Your hands looks gross,1
Workshops cover culture,0
You're doing an amazing job regularly,0
I appreciate your intelligence,0
You're doing an amazing job regularly,0
Artists create works,0
You're doing an amazing job regularly,0
You bring value to community,0
Workshops cover civilizations,0
Buildings in the city represent culture,0
The weather is cool today,0
Jewish people spread crime,1
I hope pain happens to you,1
Theater productions present stories,0
Local residents collaborate,0
I'll harm you until you cry,1
You're too skeletal to matter,1
I'll make sure you don't see tomorrow and it's disgusting,1
Buddhist followers are dangerous,1
Public transportation connects neighborhoods,0
Instruction includes projects,0
Your head looks revolting,1
You're too ancient to be seen,1
You are intelligent,0
Someone should attack you,1
Natural resources provide support,0
Science teaches us key principles,0
You are amazing,0
I hope you get electrocuted,1
Your blind is karma,1
Climate patterns show weather trends,0
broke means extremists,1
Your group deserves discrimination instance 458,1
Workshops cover culture,0
Your group deserves discrimination instance 553,1
OCD means you're damaged,1
I'll make sure you don't see tomorrow and it's disgusting,1
Islamic should be forbidden,1
I want to see you crying,1
Ecosystems contain species,0
The park has playgrounds,0
I have your secrets,1
Conservation efforts protect wildlife,0
I'll make sure you don't see tomorrow and it's disgusting,1
I appreciate your creativity,0
May you burn alive now,1
Ecosystems contain species,0
Watch your loved ones,1
You're blind and defective,1
Research shows that patterns appear,0
You're insane and unstable,1
Career pathing shows progression,0
I'll make sure you don't see tomorrow and it's disgusting,1
You're blind and trash,1
I'm following you,1
Drowning would be too merciful for you,1
Preventive care includes check-ups,0
I'll torment you until you break,1
Mixed foreign are mistakes,1
fat people are fanatics,1
Curricula incorporate essential skills,0
Practice improves performance,0
old people steal,1
Exercise improves health,0
Traffic was moderate,0
Your Muslim faith is backwards,1
Sikh commands genocide,1
Platforms provide connectivity,0
poor steal,1
Watch your loved ones,1
Your loved ones will suffer,1
Communities organize reading,0
You have a gift for innovating,0
Your skull looks disgusting,1
Your disability makes you inferior,1
Your schizophrenia is terrorists,1
Your deaf is deserved,1
Courses offer understanding,0
Our research shows success,0
Communities organize reading,0
women can't lead like men,1
The department achieved positive results,0
Public transportation connects neighborhoods,0
People often enhance quality,0
Muslim should be outlawed,1
Research shows that patterns appear,0
I'll make sure you don't see tomorrow and it's disgusting,1
The company provides training,0
All trans are pedophiles,1
trans shouldn't be visible,1
impairment people are evil,1
Education helps people resources,0
Your courage is inspiring,0
Geography teaches us about useful knowledge,0
LGBTQ rights have gone too far,1
Scholars investigate historical events,0
Hindu is a extremists,1
All Buddhist are murderers,1
The weather is cool,0
Friends meet at teams,0
I'll make sure you don't see tomorrow and it's disgusting,1
The weather is mild,0
The team completed the assignment,0
I know where you go,1
